date,asset,score
2024-11-08,300413.SZ,-0.3962508216340762
2024-11-11,300413.SZ,-0.35926028115583375
2024-11-12,300413.SZ,-0.46506770917900464
2024-11-13,300413.SZ,-0.3916435980018279
2024-11-14,300413.SZ,-0.32822720494246965
2024-11-15,300413.SZ,-0.4062058707542835
2024-11-18,300413.SZ,-0.2599413795169748
2024-11-19,300413.SZ,-0.47715873735600617
2024-11-20,300413.SZ,-0.6752757243791367
2024-11-21,300413.SZ,-0.7201402484963314
2024-11-22,300413.SZ,-0.5719528578934032
2024-11-25,300413.SZ,-0.5608122918043834
2024-11-26,300413.SZ,-0.7205814906169306
2024-11-27,300413.SZ,-0.8818963524862307
2024-11-28,300413.SZ,-0.8352192741630327
2024-11-29,300413.SZ,-0.8295110353501438
2024-12-02,300413.SZ,-0.8287715888046879
2024-12-03,300413.SZ,-0.8470487888572812
2024-12-04,300413.SZ,-0.6365654885276852
2024-12-05,300413.SZ,-0.39046302753101647
2024-12-06,300413.SZ,-0.3371885348639998
2024-12-09,300413.SZ,-0.7081366303960595
2024-12-10,300413.SZ,-0.8414106697337398
2024-12-11,300413.SZ,-0.7603312378013657
2024-12-12,300413.SZ,-0.7587689012515282
2024-12-13,300413.SZ,-0.7974738057974926
2024-12-16,300413.SZ,-0.9666319828730214
2024-12-17,300413.SZ,-0.8286510700315866
2024-12-18,300413.SZ,-0.7865468806621869
2024-12-19,300413.SZ,-0.7809144172161611
2024-12-20,300413.SZ,-0.7971850546927648
2024-12-23,300413.SZ,-0.7650137808903227
2024-12-24,300413.SZ,-0.8357080454300726
2024-12-25,300413.SZ,-0.9123869944430711
2024-12-26,300413.SZ,-0.8445787701251548
2024-12-27,300413.SZ,-0.8551257653872595
2024-12-30,300413.SZ,-0.5882634912686072
2024-12-31,300413.SZ,-0.7896394818042947
2024-10-08,300433.SZ,-0.7208278480352348
2024-10-09,300433.SZ,-0.7079008124718777
2024-10-10,300433.SZ,-0.4801855945919927
2024-10-11,300433.SZ,-0.4316530694942139
2024-10-14,300433.SZ,-0.4273076280854644
2024-10-15,300433.SZ,-0.39027078541414506
2024-10-16,300433.SZ,-0.5624042930990244
2024-10-17,300433.SZ,-0.6740080401579205
2024-10-18,300433.SZ,-0.8641881184881774
2024-10-21,300433.SZ,-0.9980087294243051
2024-10-22,300433.SZ,-0.9666662856607213
2024-10-23,300433.SZ,-0.8391952222036497
2024-10-24,300433.SZ,-0.8782304625574848
2024-10-25,300433.SZ,-0.8984345347452802
2024-10-28,300433.SZ,-0.9446628797988008
2024-10-29,300433.SZ,-0.9051235229068864
2024-10-30,300433.SZ,-0.9120496979508081
2024-10-31,300433.SZ,-0.9211248203026169
2024-11-01,300433.SZ,-0.86322212592061
2024-11-04,300433.SZ,-0.7296522033709306
2024-11-05,300433.SZ,-0.5496596740138986
2024-11-06,300433.SZ,-0.22702316545719003
2024-11-07,300433.SZ,-0.35430845790382787
2024-11-08,300433.SZ,-0.43874023527159145
2024-11-11,300433.SZ,-0.4199106873948401
2024-11-12,300433.SZ,-0.615721445721762
2024-11-13,300433.SZ,-0.5744925600294891
2024-11-14,300433.SZ,-0.6679615197662958
2024-11-15,300433.SZ,-0.5490687852287717
2024-11-18,300433.SZ,-0.4983394057564866
2024-11-19,300433.SZ,-0.5171175665758889
2024-11-20,300433.SZ,-0.48290981897446605
2024-11-21,300433.SZ,-0.37449228268509444
2024-11-22,300433.SZ,-0.3638241093898074
2024-11-25,300433.SZ,-0.4433493848978278
2024-11-26,300433.SZ,-0.5749201197932361
2024-11-27,300433.SZ,-0.5207971443862315
2024-11-28,300433.SZ,-0.5935088829672837
2024-11-29,300433.SZ,-0.7270166022505433
2024-12-02,300433.SZ,-0.7868846095819839
2024-12-03,300433.SZ,-0.7224761092164115
2024-12-04,300433.SZ,-0.4251305957849977
2024-12-05,300433.SZ,-0.1813678464662745
2024-12-06,300433.SZ,-0.15658133283484935
2024-12-09,300433.SZ,-0.06526515106359079
2024-12-10,300433.SZ,-0.14234089400668962
2024-12-11,300433.SZ,-0.3319409998481627
2024-12-12,300433.SZ,-0.23405103626295945
2024-12-13,300433.SZ,-0.3724919786368673
2024-12-16,300433.SZ,-0.3883964397812754
2024-12-17,300433.SZ,-0.6562717420261623
2024-12-18,300433.SZ,-0.5642845712103447
2024-12-19,300433.SZ,-0.7432299747737074
2024-12-20,300433.SZ,-0.8381635367301503
2024-12-23,300433.SZ,-0.8112151176419833
2024-12-24,300433.SZ,-0.8082402238751947
2024-12-25,300433.SZ,-0.8416673620304563
2024-12-26,300433.SZ,-0.8104412737632137
2024-12-27,300433.SZ,-0.8273272698133063
2024-12-30,300433.SZ,-0.5912351535153058
2024-12-31,300433.SZ,-0.4191216621109357
2024-10-08,300450.SZ,-0.8283862017264298
2024-10-09,300450.SZ,-0.6498622572128447
2024-10-10,300450.SZ,-0.4467666427874606
2024-10-11,300450.SZ,-0.4593307073754612
2024-10-14,300450.SZ,-0.6557115553946771
2024-10-15,300450.SZ,-0.6499980529989994
2024-10-16,300450.SZ,-0.7279120713468501
2024-10-17,300450.SZ,-0.7513591528070702
2024-10-18,300450.SZ,-0.8844779847247235
2024-10-21,300450.SZ,-1.0030421401213667
2024-10-22,300450.SZ,-0.9030144758970122
2024-10-23,300450.SZ,-0.7976231587668154
2024-10-24,300450.SZ,-0.8002767802081122
2024-10-25,300450.SZ,-0.9112358488924377
2024-10-28,300450.SZ,-0.8535626984085154
2024-10-29,300450.SZ,-0.6247993412814333
2024-10-30,300450.SZ,-0.4514059165792766
2024-10-31,300450.SZ,-0.49224124763533683
2024-11-01,300450.SZ,-0.6650553108358597
2024-11-04,300450.SZ,-0.7438958676096825
2024-11-05,300450.SZ,-0.6960289746285773
2024-11-06,300450.SZ,-0.8089939093405124
2024-11-07,300450.SZ,-0.873240311755867
2024-11-08,300450.SZ,-0.8235863462934402
2024-11-11,300450.SZ,-0.9642307330457469
2024-11-12,300450.SZ,-1.06879111780185
2024-11-13,300450.SZ,-1.126380375308042
2024-11-14,300450.SZ,-1.0158691511583107
2024-11-15,300450.SZ,-0.9554809533921937
2024-11-18,300450.SZ,-0.9964655595082585
2024-11-19,300450.SZ,-0.975958970712806
2024-11-20,300450.SZ,-1.0203702822727356
2024-11-21,300450.SZ,-0.9507245217016358
2024-11-22,300450.SZ,-0.8217417686120656
2024-11-25,300450.SZ,-0.8652998650062973
2024-11-26,300450.SZ,-0.8314662414117826
2024-11-27,300450.SZ,-0.7399997403604516
2024-11-28,300450.SZ,-0.656728608348587
2024-11-29,300450.SZ,-0.7673530952559646
2024-12-02,300450.SZ,-0.9084924269596509
2024-12-03,300450.SZ,-0.8573203945980201
2024-12-04,300450.SZ,-0.8654481050670118
2024-12-05,300450.SZ,-0.7738264881089544
2024-12-06,300450.SZ,-0.7539793827067096
2024-12-09,300450.SZ,-0.8410358774138893
2024-12-10,300450.SZ,-0.7712160974052594
2024-12-11,300450.SZ,-0.6543074280153702
2024-12-12,300450.SZ,-0.7501865836922275
2024-12-13,300450.SZ,-0.8029622694823656
2024-12-16,300450.SZ,-0.8572452976146288
2024-12-17,300450.SZ,-0.7633945415476395
2024-12-18,300450.SZ,-0.5930465030113645
2024-12-19,300450.SZ,-0.748203785516456
2024-12-20,300450.SZ,-0.8492252251045256
2024-12-23,300450.SZ,-0.856076918745588
2024-12-24,300450.SZ,-0.7679906694284795
2024-12-25,300450.SZ,-0.3783054235684613
2024-12-26,300450.SZ,-0.35448858054929666
2024-12-27,300450.SZ,-0.1351061520477022
2024-12-30,300450.SZ,-0.36335841259723445
2024-12-31,300450.SZ,-0.3327981358732541
2024-10-08,300454.SZ,-1.0345942234150507
2024-10-09,300454.SZ,-0.8392802263379338
2024-10-10,300454.SZ,-0.5495292220986283
2024-10-11,300454.SZ,-0.736373540688407
2024-10-14,300454.SZ,-0.7847929281280756
2024-10-15,300454.SZ,-0.7017977081236316
2024-10-16,300454.SZ,-0.47379856619869165
2024-10-17,300454.SZ,-0.5952223113987698
2024-10-18,300454.SZ,-0.84818202758338
2024-10-21,300454.SZ,-0.9840775912592543
2024-10-22,300454.SZ,-0.9924687495198639
2024-10-23,300454.SZ,-1.0636454408334313
2024-10-24,300454.SZ,-1.0032005919610267
2024-10-25,300454.SZ,-0.7862480889697226
2024-10-28,300454.SZ,-0.5832135725441446
2024-10-29,300454.SZ,-0.66993197080159
2024-10-30,300454.SZ,-0.8489970783090901
2024-10-31,300454.SZ,-0.8379704361159628
2024-11-01,300454.SZ,-0.7005944261934915
2024-11-04,300454.SZ,-0.5967559507003547
2024-11-05,300454.SZ,-0.7147227608966109
2024-11-06,300454.SZ,-0.7735354263665328
2024-11-07,300454.SZ,-0.8112474130699131
2024-11-08,300454.SZ,-0.7636298123379175
2024-11-11,300454.SZ,-0.6883445672178103
2024-11-12,300454.SZ,-0.6652662140504966
2024-11-13,300454.SZ,-0.6554882311620441
2024-11-14,300454.SZ,-0.5483621815039539
2024-11-15,300454.SZ,-0.6542071220446342
2024-11-18,300454.SZ,-0.5265287753618555
2024-11-19,300454.SZ,-0.6986943985402142
2024-11-20,300454.SZ,-0.5860055145793251
2024-11-21,300454.SZ,-0.5321141804204842
2024-11-22,300454.SZ,-0.39570393748054467
2024-11-25,300454.SZ,-0.410196359171021
2024-11-26,300454.SZ,-0.5055487204329441
2024-11-27,300454.SZ,-0.7127611137231655
2024-11-28,300454.SZ,-0.9215053845465855
2024-11-29,300454.SZ,-0.7274221780248583
2024-12-02,300454.SZ,-0.4660097044849073
2024-12-03,300454.SZ,-0.2922398242338614
2024-12-04,300454.SZ,-0.295234727818738
2024-12-05,300454.SZ,-0.3517334394952828
2024-12-06,300454.SZ,-0.43280943017554013
2024-12-09,300454.SZ,-0.5143733030830566
2024-12-10,300454.SZ,-0.4461873668618731
2024-12-11,300454.SZ,-0.3106978287896409
2024-12-12,300454.SZ,-0.2600912912419715
2024-12-13,300454.SZ,-0.12925174816038315
2024-12-16,300454.SZ,-0.044221791665954
2024-12-17,300454.SZ,-0.06843946048976232
2024-12-18,300454.SZ,-0.40958241659075456
2024-12-19,300454.SZ,-0.5780449377374708
2024-12-20,300454.SZ,-0.731452967766903
2024-12-23,300454.SZ,-0.7139949072857577
2024-12-24,300454.SZ,-0.5980153704884104
2024-12-25,300454.SZ,-0.6381094420957695
2024-12-26,300454.SZ,-0.7757920820546771
2024-12-27,300454.SZ,-0.8430199231521627
2024-12-30,300454.SZ,-0.6211685210751008
2024-12-31,300454.SZ,-0.34587256773565694
2024-10-08,300496.SZ,-0.5510304845945133
2024-10-09,300496.SZ,-0.5178231791038356
2024-10-10,300496.SZ,-0.6214859132812449
2024-10-11,300496.SZ,-0.7387263709940706
2024-10-14,300496.SZ,-0.7944682153546407
2024-10-15,300496.SZ,-0.814306701142741
2024-10-16,300496.SZ,-0.8199075822770893
2024-10-17,300496.SZ,-0.9343578271422857
2024-10-18,300496.SZ,-1.0691757891168974
2024-10-21,300496.SZ,-1.071604818111052
2024-10-22,300496.SZ,-0.8814484874673327
2024-10-23,300496.SZ,-0.7349545424820197
2024-10-24,300496.SZ,-0.7567879660551817
2024-10-25,300496.SZ,-0.7404272813792976
2024-10-28,300496.SZ,-0.8007694713081757
2024-10-29,300496.SZ,-0.8806342610705897
2024-10-30,300496.SZ,-0.9932309237479974
2024-10-31,300496.SZ,-0.9093001508081178
2024-11-01,300496.SZ,-0.7315276633191933
2024-11-04,300496.SZ,-0.823915534964126
2024-11-05,300496.SZ,-0.7614801309867012
2024-11-06,300496.SZ,-0.8775587566966448
2024-11-07,300496.SZ,-0.9110622010192364
2024-11-08,300496.SZ,-0.8937216864206559
2024-11-11,300496.SZ,-0.9092811072976185
2024-11-12,300496.SZ,-0.7086586101639658
2024-11-13,300496.SZ,-0.5326500169676202
2024-11-14,300496.SZ,-0.30389900062722663
2024-11-15,300496.SZ,-0.3071040380312391
2024-11-18,300496.SZ,-0.3089007195525141
2024-11-19,300496.SZ,-0.3467171321051489
2024-11-20,300496.SZ,-0.37808869236311454
2024-11-21,300496.SZ,-0.3733029957221188
2024-11-22,300496.SZ,-0.433942359370725
2024-11-25,300496.SZ,-0.5925761996413101
2024-11-26,300496.SZ,-0.6737890231382103
2024-11-27,300496.SZ,-0.8584570008634114
2024-11-28,300496.SZ,-0.7800752638769259
2024-11-29,300496.SZ,-0.6127629575054214
2024-12-02,300496.SZ,-0.44056954738588916
2024-12-03,300496.SZ,-0.479608284545324
2024-12-04,300496.SZ,-0.4342993768625918
2024-12-05,300496.SZ,-0.3645399491714979
2024-12-06,300496.SZ,-0.2873048837279222
2024-12-09,300496.SZ,-0.4922511630400207
2024-12-10,300496.SZ,-0.543775377151823
2024-12-11,300496.SZ,-0.7352863917740553
2024-12-12,300496.SZ,-0.8992577900296379
2024-12-13,300496.SZ,-1.0668416855549958
2024-12-16,300496.SZ,-1.1042023695433087
2024-12-17,300496.SZ,-1.0089762744167852
2024-12-18,300496.SZ,-0.9495673567157852
2024-12-19,300496.SZ,-0.8560397041801528
2024-12-20,300496.SZ,-0.6442644229771772
2024-12-23,300496.SZ,-0.586741258047678
2024-12-24,300496.SZ,-0.30571224811504843
2024-12-25,300496.SZ,-0.6152845601877692
2024-12-26,300496.SZ,-0.49753888505909455
2024-12-27,300496.SZ,-0.6999553377430537
2024-12-30,300496.SZ,-0.646601342149569
2024-12-31,300496.SZ,-0.783166385385595
2024-10-08,300498.SZ,-0.8748629710899145
2024-10-09,300498.SZ,-0.7290221525788378
2024-10-10,300498.SZ,-0.5898424362246666
2024-10-11,300498.SZ,-0.5832329806905531
2024-10-14,300498.SZ,-0.7336504959309504
2024-10-15,300498.SZ,-0.7030981712750614
2024-10-16,300498.SZ,-0.8301612471677442
2024-10-17,300498.SZ,-0.8029447411251078
2024-10-18,300498.SZ,-0.821010330478162
2024-10-21,300498.SZ,-0.8374363947085796
2024-10-22,300498.SZ,-0.7647498428147379
2024-10-23,300498.SZ,-0.9124391104524645
2024-10-24,300498.SZ,-0.7990580698060463
2024-10-25,300498.SZ,-0.8124686450678047
2024-10-28,300498.SZ,-0.7716898530491856
2024-10-29,300498.SZ,-0.8549298646748504
2024-10-30,300498.SZ,-0.7060806505705816
2024-10-31,300498.SZ,-0.7553035999194619
2024-11-01,300498.SZ,-0.7489749736449418
2024-11-04,300498.SZ,-0.6450054262219108
2024-11-05,300498.SZ,-0.5183885902168774
2024-11-06,300498.SZ,-0.0442463002355022
2024-11-07,300498.SZ,-0.1936597573220192
2024-11-08,300498.SZ,-0.3827326930818499
2024-11-11,300498.SZ,-0.6242735949996927
2024-11-12,300498.SZ,-0.5583332876085468
2024-11-13,300498.SZ,-0.4424595254747119
2024-11-14,300498.SZ,-0.23678621621520218
2024-11-15,300498.SZ,-0.501026937384339
2024-11-18,300498.SZ,-0.6948350190906638
2024-11-19,300498.SZ,-0.6972617706822012
2024-11-20,300498.SZ,-0.7296652751272277
2024-11-21,300498.SZ,-0.6859721924567483
2024-11-22,300498.SZ,-0.6238223618089169
2024-11-25,300498.SZ,-0.6239890058713555
2024-11-26,300498.SZ,-0.6825720568777824
2024-11-27,300498.SZ,-0.7507919980194089
2024-11-28,300498.SZ,-0.5118455790983663
2024-11-29,300498.SZ,-0.2893564265364744
2024-12-02,300498.SZ,-0.30253297254777806
2024-12-03,300498.SZ,-0.435401977795672
2024-12-04,300498.SZ,-0.4092567302737487
2024-12-05,300498.SZ,-0.2630029966893014
2024-12-06,300498.SZ,-0.01347158486229905
2024-12-09,300498.SZ,0.004266088536856852
2024-12-10,300498.SZ,0.036673897786987354
2024-12-11,300498.SZ,-0.03642703495819139
2024-12-12,300498.SZ,-0.22415651165802075
2024-12-13,300498.SZ,-0.3383991862798077
2024-12-16,300498.SZ,-0.2619012387053511
2024-12-17,300498.SZ,-0.26943836370538854
2024-12-18,300498.SZ,-0.5207832785562676
2024-12-19,300498.SZ,-0.6619276602936222
2024-12-20,300498.SZ,-0.6850650635602011
2024-12-23,300498.SZ,-0.495512998512591
2024-12-24,300498.SZ,-0.40830129287795114
2024-12-25,300498.SZ,-0.5138616814759325
2024-12-26,300498.SZ,-0.637220624022508
2024-12-27,300498.SZ,-0.7132738217782719
2024-12-30,300498.SZ,-0.6162984147296885
2024-12-31,300498.SZ,-0.5975141482987589
2024-10-08,300628.SZ,-0.7504507422849068
2024-10-09,300628.SZ,-0.735889076924372
2024-10-10,300628.SZ,-0.8819609226233535
2024-10-11,300628.SZ,-0.7294510888669407
2024-10-14,300628.SZ,-0.5468580191472515
2024-10-15,300628.SZ,-0.34855323233199437
2024-10-16,300628.SZ,-0.5350977596550802
2024-10-17,300628.SZ,-0.8201684826404163
2024-10-18,300628.SZ,-0.9221163860680694
2024-10-21,300628.SZ,-0.8026232455318926
2024-10-22,300628.SZ,-0.5154856419842483
2024-10-23,300628.SZ,-0.27402846861475694
2024-10-24,300628.SZ,-0.23239778254759647
2024-10-25,300628.SZ,-0.4348668417602375
2024-10-28,300628.SZ,-0.4765122439000752
2024-10-29,300628.SZ,-0.4826347247401809
2024-10-30,300628.SZ,-0.5099052062438509
2024-10-31,300628.SZ,-0.4698436210016651
2024-11-01,300628.SZ,-0.597413375940069
2024-11-04,300628.SZ,-0.5187268216616344
2024-11-05,300628.SZ,-0.4028576186291321
2024-11-06,300628.SZ,-0.3594354511529029
2024-11-07,300628.SZ,-0.41328075074965864
2024-11-08,300628.SZ,-0.5560452751994142
2024-11-11,300628.SZ,-0.7342990800911191
2024-11-12,300628.SZ,-0.7829896149749738
2024-11-13,300628.SZ,-0.7231196253496448
2024-11-14,300628.SZ,-0.6331593628302008
2024-11-15,300628.SZ,-0.5083319797191397
2024-11-18,300628.SZ,-0.39075925976993997
2024-11-19,300628.SZ,-0.5353827097580743
2024-11-20,300628.SZ,-0.6715445085978893
2024-11-21,300628.SZ,-0.6542193271554129
2024-11-22,300628.SZ,-0.7988646369466598
2024-11-25,300628.SZ,-0.5671873662215247
2024-11-26,300628.SZ,-0.4871308852482129
2024-11-27,300628.SZ,-0.3944570242268709
2024-11-28,300628.SZ,-0.29552445034514163
2024-11-29,300628.SZ,-0.22393938180829026
2024-12-02,300628.SZ,-0.19700194855062508
2024-12-03,300628.SZ,-0.2977609594688625
2024-12-04,300628.SZ,-0.15768035672176473
2024-12-05,300628.SZ,-0.0002880358657920967
2024-12-06,300628.SZ,0.09585372328021685
2024-12-09,300628.SZ,0.007946962446106529
2024-12-10,300628.SZ,-0.15812674946400668
2024-12-11,300628.SZ,-0.4853189535348231
2024-12-12,300628.SZ,-0.6211847764845837
2024-12-13,300628.SZ,-0.726416730717228
2024-12-16,300628.SZ,-0.7036009289289433
2024-12-17,300628.SZ,-0.9102996657463018
2024-12-18,300628.SZ,-0.9153263237112479
2024-12-19,300628.SZ,-0.9883041632646286
2024-12-20,300628.SZ,-0.9851446432741618
2024-12-23,300628.SZ,-0.8373687247366393
2024-12-24,300628.SZ,-0.6342330994554259
2024-12-25,300628.SZ,-0.7688530410056016
2024-12-26,300628.SZ,-0.8440753431896022
2024-12-27,300628.SZ,-0.8557438154615316
2024-12-30,300628.SZ,-0.6672465129822549
2024-12-31,300628.SZ,-0.5592562643051493
2024-10-08,300661.SZ,-0.8061132636284327
2024-10-09,300661.SZ,-0.8711399041413502
2024-10-10,300661.SZ,-0.7678707688186251
2024-10-11,300661.SZ,-0.8941087564730301
2024-10-14,300661.SZ,-0.8887412365591538
2024-10-15,300661.SZ,-0.9849943727796953
2024-10-16,300661.SZ,-0.8877537786893324
2024-10-17,300661.SZ,-0.6770017392860067
2024-10-18,300661.SZ,-0.7049295356224736
2024-10-21,300661.SZ,-0.7360595346869425
2024-10-22,300661.SZ,-0.8453072596965083
2024-10-23,300661.SZ,-0.7945815241541668
2024-10-24,300661.SZ,-0.6900770336108129
2024-10-25,300661.SZ,-0.6440038807606712
2024-10-28,300661.SZ,-0.5060872287418121
2024-10-29,300661.SZ,-0.5997125227915732
2024-10-30,300661.SZ,-0.8344571238454296
2024-10-31,300661.SZ,-0.9142990310791768
2024-11-01,300661.SZ,-0.9516554559201124
2024-11-04,300661.SZ,-0.7175808641610654
2024-11-05,300661.SZ,-0.43617453404735307
2024-11-06,300661.SZ,-0.44468383293307145
2024-11-07,300661.SZ,-0.3258404754384037
2024-11-08,300661.SZ,-0.38983149393156125
2024-11-11,300661.SZ,-0.3063397509588238
2024-11-12,300661.SZ,-0.3624645776551138
2024-11-13,300661.SZ,-0.4407471352246104
2024-11-14,300661.SZ,-0.4521285440793438
2024-11-15,300661.SZ,-0.6746773771542297
2024-11-18,300661.SZ,-0.6075648851980882
2024-11-19,300661.SZ,-0.6211714384874968
2024-11-20,300661.SZ,-0.4615868209818966
2024-11-21,300661.SZ,-0.4872427581625871
2024-11-22,300661.SZ,-0.41881091497171163
2024-11-25,300661.SZ,-0.38277960423071267
2024-11-26,300661.SZ,-0.4405644906893387
2024-11-27,300661.SZ,-0.2835888482124337
2024-11-28,300661.SZ,-0.2497204465672352
2024-11-29,300661.SZ,-0.12574521206931097
2024-12-02,300661.SZ,-0.3210823359881263
2024-12-03,300661.SZ,-0.5437517946238473
2024-12-04,300661.SZ,-0.8926351255472175
2024-12-05,300661.SZ,-0.978071838350796
2024-12-06,300661.SZ,-1.0075504196511504
2024-12-09,300661.SZ,-0.8436950375656771
2024-12-10,300661.SZ,-0.6746433931578704
2024-12-11,300661.SZ,-0.5036390160096775
2024-12-12,300661.SZ,-0.5109386957830183
2024-12-13,300661.SZ,-0.4154636059888418
2024-12-16,300661.SZ,-0.4262185804187133
2024-12-17,300661.SZ,-0.4557075213150522
2024-12-18,300661.SZ,-0.4962180451867714
2024-12-19,300661.SZ,-0.34262408636735314
2024-12-20,300661.SZ,-0.2242355153260659
2024-12-23,300661.SZ,-0.46880287047319547
2024-12-24,300661.SZ,-0.5770862080530608
2024-12-25,300661.SZ,-0.6010206667453821
2024-12-26,300661.SZ,-0.5237147008668459
2024-12-27,300661.SZ,-0.4013263027376173
2024-12-30,300661.SZ,-0.375833284724382
2024-12-31,300661.SZ,-0.4143226757785411
2024-10-08,300750.SZ,-0.6898772473438803
2024-10-09,300750.SZ,-0.8261053222225971
2024-10-10,300750.SZ,-0.6658270476770616
2024-10-11,300750.SZ,-0.5457173536822529
2024-10-14,300750.SZ,-0.3586539831138349
2024-10-15,300750.SZ,-0.37836754004373013
2024-10-16,300750.SZ,-0.4234837886504728
2024-10-17,300750.SZ,-0.4072412820998496
2024-10-18,300750.SZ,-0.5032352452462096
2024-10-21,300750.SZ,-0.4628561256584828
2024-10-22,300750.SZ,-0.475966061254443
2024-10-23,300750.SZ,-0.4221195099574485
2024-10-24,300750.SZ,-0.43766364313300343
2024-10-25,300750.SZ,-0.43897736771195783
2024-10-28,300750.SZ,-0.43348041305183294
2024-10-29,300750.SZ,-0.4180783818327968
2024-10-30,300750.SZ,-0.44316483075494506
2024-10-31,300750.SZ,-0.5168774583954934
2024-11-01,300750.SZ,-0.531763766650398
2024-11-04,300750.SZ,-0.6543310843760054
2024-11-05,300750.SZ,-0.5600421370327815
2024-11-06,300750.SZ,-0.49642311547013374
2024-11-07,300750.SZ,-0.4049833957632654
2024-11-08,300750.SZ,-0.41442519836764
2024-11-11,300750.SZ,-0.45913344097408404
2024-11-12,300750.SZ,-0.46720111610945925
2024-11-13,300750.SZ,-0.4147834609013813
2024-11-14,300750.SZ,-0.373347297322716
2024-11-15,300750.SZ,-0.3653621507396542
2024-11-18,300750.SZ,-0.3984039934153643
2024-11-19,300750.SZ,-0.5187999629759346
2024-11-20,300750.SZ,-0.6979835923217559
2024-11-21,300750.SZ,-0.8203504432833406
2024-11-22,300750.SZ,-0.8012712544672742
2024-11-25,300750.SZ,-0.6904507687982271
2024-11-26,300750.SZ,-0.5795619826983285
2024-11-27,300750.SZ,-0.5424045613391502
2024-11-28,300750.SZ,-0.46921136413228015
2024-11-29,300750.SZ,-0.5208822565527171
2024-12-02,300750.SZ,-0.6041408071566454
2024-12-03,300750.SZ,-0.6989938143609108
2024-12-04,300750.SZ,-0.5951890573956589
2024-12-05,300750.SZ,-0.5992886207216087
2024-12-06,300750.SZ,-0.5671073288225094
2024-12-09,300750.SZ,-0.588813452455929
2024-12-10,300750.SZ,-0.5538544371521992
2024-12-11,300750.SZ,-0.46929550142962395
2024-12-12,300750.SZ,-0.3618473580276279
2024-12-13,300750.SZ,-0.4687954764178479
2024-12-16,300750.SZ,-0.38941083121231485
2024-12-17,300750.SZ,-0.3869006763274715
2024-12-18,300750.SZ,-0.22971337679171877
2024-12-19,300750.SZ,-0.13095859744150282
2024-12-20,300750.SZ,-0.3275114548865664
2024-12-23,300750.SZ,-0.3947466504577797
2024-12-24,300750.SZ,-0.41763992035294334
2024-12-25,300750.SZ,-0.5327718914013975
2024-12-26,300750.SZ,-0.42464666244319493
2024-12-27,300750.SZ,-0.21662879519509498
2024-12-30,300750.SZ,-0.20634608974452034
2024-12-31,300750.SZ,-0.00012221719058555514
2024-10-08,300751.SZ,-0.5033493210723815
2024-10-09,300751.SZ,-0.5456212688294713
2024-10-10,300751.SZ,-0.6375687567484387
2024-10-11,300751.SZ,-0.6062316199226274
2024-10-14,300751.SZ,-0.46503675683595436
2024-10-15,300751.SZ,-0.2984002712300066
2024-10-16,300751.SZ,-0.5424365795122594
2024-10-17,300751.SZ,-0.5853111075772228
2024-10-18,300751.SZ,-0.6722103021294157
2024-10-21,300751.SZ,-0.6966672394167664
2024-10-22,300751.SZ,-0.70163904434917
2024-10-23,300751.SZ,-0.8640665465694124
2024-10-24,300751.SZ,-0.79794649353998
2024-10-25,300751.SZ,-0.9118495637203179
2024-10-28,300751.SZ,-0.8832126007965753
2024-10-29,300751.SZ,-0.7726646671410711
2024-10-30,300751.SZ,-0.6975085125441667
2024-10-31,300751.SZ,-0.45653323167483173
2024-11-01,300751.SZ,-0.3625876231380878
2024-11-04,300751.SZ,-0.2693622528922173
2024-11-05,300751.SZ,0.00739602655202154
2024-11-06,300751.SZ,0.05513615875635774
2024-11-07,300751.SZ,0.09734145943010095
2024-11-08,300751.SZ,-0.06092603192636881
2024-11-11,300751.SZ,-0.18519062924419144
2024-11-12,300751.SZ,-0.021467577159927392
2024-11-13,300751.SZ,-0.12113671361591752
2024-11-14,300751.SZ,-0.25779728964341786
2024-11-15,300751.SZ,-0.25024233266812
2024-11-18,300751.SZ,-0.28427323624878575
2024-11-19,300751.SZ,-0.1712316102614771
2024-11-20,300751.SZ,-0.2544113633215365
2024-11-21,300751.SZ,-0.2823685939410566
2024-11-22,300751.SZ,-0.4649922202184956
2024-11-25,300751.SZ,-0.7475892905681294
2024-11-26,300751.SZ,-0.7417868683509767
2024-11-27,300751.SZ,-0.7410068402731431
2024-11-28,300751.SZ,-0.8070617372489033
2024-11-29,300751.SZ,-0.9602884067219535
2024-12-02,300751.SZ,-1.0228696206701995
2024-12-03,300751.SZ,-1.025737703484369
2024-12-04,300751.SZ,-1.009270013935825
2024-12-05,300751.SZ,-0.9125332072707714
2024-12-06,300751.SZ,-0.6611395605059076
2024-12-09,300751.SZ,-0.6935350184069244
2024-12-10,300751.SZ,-0.6944264922014292
2024-12-11,300751.SZ,-0.6474488958839835
2024-12-12,300751.SZ,-0.511212652277016
2024-12-13,300751.SZ,-0.23902473105166683
2024-12-16,300751.SZ,-0.341791965581728
2024-12-17,300751.SZ,-0.36139077849450063
2024-12-18,300751.SZ,-0.5465502374976201
2024-12-19,300751.SZ,-0.6630865699795858
2024-12-20,300751.SZ,-0.5469963015953615
2024-12-23,300751.SZ,-0.33333524911516166
2024-12-24,300751.SZ,-0.33495962074003505
2024-12-25,300751.SZ,-0.47494511983630017
2024-12-26,300751.SZ,-0.6949753703165087
2024-12-27,300751.SZ,-0.6733761583144704
